date,spot,strike,expiry,dte,call_price,call_delta,iv,vix
2022-07-28,17724.172433669482,16650,2022-08-25,28,1172.59,0.9501,0.15,15.0
2022-07-28,17724.172433669482,16700,2022-08-25,28,1125.74,0.9422,0.15,15.0
2022-07-28,17724.172433669482,16750,2022-08-25,28,1079.35,0.9334,0.15,15.0
2022-07-28,17724.172433669482,16800,2022-08-25,28,1033.44,0.9236,0.15,15.0
2022-07-28,17724.172433669482,16850,2022-08-25,28,988.07,0.9128,0.15,15.0
2022-07-28,17724.172433669482,16900,2022-08-25,28,943.3,0.9009,0.15,15.0
2022-07-28,17724.172433669482,16950,2022-08-25,28,899.19,0.888,0.15,15.0
2022-07-28,17724.172433669482,17000,2022-08-25,28,855.77,0.8739,0.15,15.0
2022-07-28,17724.172433669482,17050,2022-08-25,28,813.13,0.8586,0.15,15.0
2022-07-28,17724.172433669482,17100,2022-08-25,28,771.3,0.8422,0.15,15.0
2022-07-28,17724.172433669482,17150,2022-08-25,28,730.36,0.8247,0.15,15.0
2022-07-28,17724.172433669482,17200,2022-08-25,28,690.35,0.806,0.15,15.0
2022-07-28,17724.172433669482,17250,2022-08-25,28,651.33,0.7863,0.15,15.0
2022-07-28,17724.172433669482,17300,2022-08-25,28,613.36,0.7654,0.15,15.0
2022-07-28,17724.172433669482,17350,2022-08-25,28,576.47,0.7436,0.15,15.0
2022-07-28,17724.172433669482,17400,2022-08-25,28,540.73,0.7208,0.15,15.0
2022-07-28,17724.172433669482,17450,2022-08-25,28,506.18,0.6971,0.15,15.0
2022-07-28,17724.172433669482,17500,2022-08-25,28,472.84,0.6726,0.15,15.0
2022-07-28,17724.172433669482,17550,2022-08-25,28,440.77,0.6475,0.15,15.0
2022-07-28,17724.172433669482,17600,2022-08-25,28,409.97,0.6217,0.15,15.0
2022-07-28,17724.172433669482,17650,2022-08-25,28,380.49,0.5955,0.15,15.0
2022-07-28,17724.172433669482,17700,2022-08-25,28,352.33,0.5689,0.15,15.0
2022-07-28,17724.172433669482,17750,2022-08-25,28,325.51,0.5421,0.15,15.0
2022-07-28,17724.172433669482,17800,2022-08-25,28,300.04,0.5152,0.15,15.0
2022-07-28,17724.172433669482,17850,2022-08-25,28,275.9,0.4882,0.15,15.0
2022-07-28,17724.172433669482,17900,2022-08-25,28,253.1,0.4614,0.15,15.0
2022-07-28,17724.172433669482,17950,2022-08-25,28,231.62,0.4349,0.15,15.0
2022-07-28,17724.172433669482,18000,2022-08-25,28,211.44,0.4087,0.15,15.0
2022-07-28,17724.172433669482,18050,2022-08-25,28,192.54,0.383,0.15,15.0
2022-07-28,17724.172433669482,18100,2022-08-25,28,174.89,0.3578,0.15,15.0
2022-07-28,17724.172433669482,18150,2022-08-25,28,158.45,0.3334,0.15,15.0
2022-07-28,17724.172433669482,18200,2022-08-25,28,143.2,0.3096,0.15,15.0
2022-07-28,17724.172433669482,18250,2022-08-25,28,129.07,0.2867,0.15,15.0
2022-07-28,17724.172433669482,18300,2022-08-25,28,116.04,0.2648,0.15,15.0
2022-07-28,17724.172433669482,18350,2022-08-25,28,104.05,0.2437,0.15,15.0
2022-07-28,17724.172433669482,18400,2022-08-25,28,93.05,0.2236,0.15,15.0
2022-07-28,17724.172433669482,18450,2022-08-25,28,82.99,0.2046,0.15,15.0
2022-07-28,17724.172433669482,18500,2022-08-25,28,73.83,0.1866,0.15,15.0
2022-07-28,17724.172433669482,18550,2022-08-25,28,65.5,0.1697,0.15,15.0
2022-07-28,17724.172433669482,18600,2022-08-25,28,57.95,0.1538,0.15,15.0
2022-07-28,17724.172433669482,18650,2022-08-25,28,51.13,0.139,0.15,15.0
2022-07-28,17724.172433669482,18700,2022-08-25,28,44.99,0.1252,0.15,15.0
2022-07-28,17724.172433669482,18750,2022-08-25,28,39.48,0.1125,0.15,15.0
2022-07-28,17724.172433669482,18800,2022-08-25,28,34.56,0.1007,0.15,15.0
2022-07-28,17724.172433669482,18850,2022-08-25,28,30.16,0.0899,0.15,15.0
2022-07-28,17724.172433669482,18900,2022-08-25,28,26.25,0.08,0.15,15.0
2022-07-28,17724.172433669482,18950,2022-08-25,28,22.79,0.0709,0.15,15.0
2022-07-28,17724.172433669482,19000,2022-08-25,28,19.72,0.0627,0.15,15.0
2022-07-28,17724.172433669482,19050,2022-08-25,28,17.03,0.0553,0.15,15.0
2022-07-28,17724.172433669482,19100,2022-08-25,28,14.66,0.0486,0.15,15.0
2022-07-28,17724.172433669482,19150,2022-08-25,28,12.58,0.0426,0.15,15.0
2022-07-28,17724.172433669482,19200,2022-08-25,28,10.77,0.0372,0.15,15.0
2022-07-28,17724.172433669482,19250,2022-08-25,28,9.2,0.0324,0.15,15.0
2022-07-29,17824.513343731353,16300,2022-08-25,27,1605.17,0.9901,0.15,15.0
2022-07-29,17824.513343731353,16350,2022-08-25,27,1556.02,0.9879,0.15,15.0
2022-07-29,17824.513343731353,16400,2022-08-25,27,1506.99,0.9854,0.15,15.0
2022-07-29,17824.513343731353,16450,2022-08-25,27,1458.12,0.9824,0.15,15.0
2022-07-29,17824.513343731353,16500,2022-08-25,27,1409.42,0.9789,0.15,15.0
2022-07-29,17824.513343731353,16550,2022-08-25,27,1360.92,0.9748,0.15,15.0
2022-07-29,17824.513343731353,16600,2022-08-25,27,1312.66,0.9701,0.15,15.0
2022-07-29,17824.513343731353,16650,2022-08-25,27,1264.67,0.9648,0.15,15.0
2022-07-29,17824.513343731353,16700,2022-08-25,27,1216.99,0.9587,0.15,15.0
2022-07-29,17824.513343731353,16750,2022-08-25,27,1169.65,0.9518,0.15,15.0
2022-07-29,17824.513343731353,16800,2022-08-25,27,1122.7,0.944,0.15,15.0
2022-07-29,17824.513343731353,16850,2022-08-25,27,1076.19,0.9353,0.15,15.0
2022-07-29,17824.513343731353,16900,2022-08-25,27,1030.17,0.9256,0.15,15.0
2022-07-29,17824.513343731353,16950,2022-08-25,27,984.68,0.9149,0.15,15.0
2022-07-29,17824.513343731353,17000,2022-08-25,27,939.79,0.9031,0.15,15.0
2022-07-29,17824.513343731353,17050,2022-08-25,27,895.55,0.8901,0.15,15.0
2022-07-29,17824.513343731353,17100,2022-08-25,27,852.01,0.876,0.15,15.0
2022-07-29,17824.513343731353,17150,2022-08-25,27,809.23,0.8608,0.15,15.0
2022-07-29,17824.513343731353,17200,2022-08-25,27,767.28,0.8443,0.15,15.0
2022-07-29,17824.513343731353,17250,2022-08-25,27,726.21,0.8267,0.15,15.0
2022-07-29,17824.513343731353,17300,2022-08-25,27,686.08,0.808,0.15,15.0
2022-07-29,17824.513343731353,17350,2022-08-25,27,646.95,0.788,0.15,15.0
2022-07-29,17824.513343731353,17400,2022-08-25,27,608.87,0.767,0.15,15.0
2022-07-29,17824.513343731353,17450,2022-08-25,27,571.89,0.745,0.15,15.0
2022-07-29,17824.513343731353,17500,2022-08-25,27,536.07,0.7219,0.15,15.0
2022-07-29,17824.513343731353,17550,2022-08-25,27,501.44,0.698,0.15,15.0
2022-07-29,17824.513343731353,17600,2022-08-25,27,468.04,0.6733,0.15,15.0
2022-07-29,17824.513343731353,17650,2022-08-25,27,435.92,0.6478,0.15,15.0
2022-07-29,17824.513343731353,17700,2022-08-25,27,405.1,0.6218,0.15,15.0
2022-07-29,17824.513343731353,17750,2022-08-25,27,375.61,0.5952,0.15,15.0
2022-07-29,17824.513343731353,17800,2022-08-25,27,347.45,0.5683,0.15,15.0
2022-07-29,17824.513343731353,17850,2022-08-25,27,320.65,0.5411,0.15,15.0
2022-07-29,17824.513343731353,17900,2022-08-25,27,295.22,0.5138,0.15,15.0
2022-07-29,17824.513343731353,17950,2022-08-25,27,271.14,0.4866,0.15,15.0
2022-07-29,17824.513343731353,18000,2022-08-25,27,248.41,0.4594,0.15,15.0
2022-07-29,17824.513343731353,18050,2022-08-25,27,227.02,0.4326,0.15,15.0
2022-07-29,17824.513343731353,18100,2022-08-25,27,206.94,0.4061,0.15,15.0
2022-07-29,17824.513343731353,18150,2022-08-25,27,188.16,0.3801,0.15,15.0
2022-07-29,17824.513343731353,18200,2022-08-25,27,170.64,0.3547,0.15,15.0
2022-07-29,17824.513343731353,18250,2022-08-25,27,154.35,0.33,0.15,15.0
2022-07-29,17824.513343731353,18300,2022-08-25,27,139.25,0.3061,0.15,15.0
2022-07-29,17824.513343731353,18350,2022-08-25,27,125.29,0.283,0.15,15.0
2022-07-29,17824.513343731353,18400,2022-08-25,27,112.42,0.2609,0.15,15.0
2022-07-29,17824.513343731353,18450,2022-08-25,27,100.61,0.2397,0.15,15.0
2022-07-29,17824.513343731353,18500,2022-08-25,27,89.79,0.2196,0.15,15.0
2022-07-29,17824.513343731353,18550,2022-08-25,27,79.92,0.2006,0.15,15.0
2022-07-29,17824.513343731353,18600,2022-08-25,27,70.93,0.1826,0.15,15.0
2022-07-29,17824.513343731353,18650,2022-08-25,27,62.78,0.1657,0.15,15.0
2022-07-29,17824.513343731353,18700,2022-08-25,27,55.42,0.1499,0.15,15.0
2022-07-29,17824.513343731353,18750,2022-08-25,27,48.78,0.1351,0.15,15.0
2022-07-29,17824.513343731353,18800,2022-08-25,27,42.82,0.1214,0.15,15.0
2022-07-29,17824.513343731353,18850,2022-08-25,27,37.48,0.1088,0.15,15.0
2022-07-29,17824.513343731353,18900,2022-08-25,27,32.71,0.0972,0.15,15.0
2022-07-29,17824.513343731353,18950,2022-08-25,27,28.47,0.0865,0.15,15.0
2022-07-29,17824.513343731353,19000,2022-08-25,27,24.71,0.0768,0.15,15.0
2022-07-29,17824.513343731353,19050,2022-08-25,27,21.38,0.0679,0.15,15.0
2022-07-29,17824.513343731353,19100,2022-08-25,27,18.45,0.0599,0.15,15.0
2022-07-29,17824.513343731353,19150,2022-08-25,27,15.88,0.0526,0.15,15.0
2022-07-29,17824.513343731353,19200,2022-08-25,27,13.63,0.0461,0.15,15.0
2022-07-29,17824.513343731353,19250,2022-08-25,27,11.66,0.0403,0.15,15.0
2022-07-29,17824.513343731353,19300,2022-08-25,27,9.95,0.0351,0.15,15.0
2022-07-29,17824.513343731353,19350,2022-08-25,27,8.46,0.0304,0.15,15.0
2022-07-29,17824.513343731353,16300,2022-09-29,62,1726.45,0.9511,0.15,15.0
2022-07-29,17824.513343731353,16350,2022-09-29,62,1679.88,0.9459,0.15,15.0
2022-07-29,17824.513343731353,16400,2022-09-29,62,1633.61,0.9402,0.15,15.0
2022-07-29,17824.513343731353,16450,2022-09-29,62,1587.66,0.9342,0.15,15.0
2022-07-29,17824.513343731353,16500,2022-09-29,62,1542.05,0.9276,0.15,15.0
2022-07-29,17824.513343731353,16550,2022-09-29,62,1496.8,0.9207,0.15,15.0
2022-07-29,17824.513343731353,16600,2022-09-29,62,1451.95,0.9132,0.15,15.0
2022-07-29,17824.513343731353,16650,2022-09-29,62,1407.5,0.9053,0.15,15.0
2022-07-29,17824.513343731353,16700,2022-09-29,62,1363.5,0.8968,0.15,15.0
2022-07-29,17824.513343731353,16750,2022-09-29,62,1319.95,0.8879,0.15,15.0
2022-07-29,17824.513343731353,16800,2022-09-29,62,1276.9,0.8784,0.15,15.0
2022-07-29,17824.513343731353,16850,2022-09-29,62,1234.37,0.8684,0.15,15.0
2022-07-29,17824.513343731353,16900,2022-09-29,62,1192.37,0.8579,0.15,15.0
2022-07-29,17824.513343731353,16950,2022-09-29,62,1150.95,0.8469,0.15,15.0
2022-07-29,17824.513343731353,17000,2022-09-29,62,1110.11,0.8354,0.15,15.0
2022-07-29,17824.513343731353,17050,2022-09-29,62,1069.9,0.8233,0.15,15.0
2022-07-29,17824.513343731353,17100,2022-09-29,62,1030.32,0.8108,0.15,15.0
2022-07-29,17824.513343731353,17150,2022-09-29,62,991.42,0.7977,0.15,15.0
2022-07-29,17824.513343731353,17200,2022-09-29,62,953.2,0.7842,0.15,15.0
2022-07-29,17824.513343731353,17250,2022-09-29,62,915.7,0.7702,0.15,15.0
2022-07-29,17824.513343731353,17300,2022-09-29,62,878.93,0.7557,0.15,15.0
2022-07-29,17824.513343731353,17350,2022-09-29,62,842.92,0.7408,0.15,15.0
2022-07-29,17824.513343731353,17400,2022-09-29,62,807.69,0.7256,0.15,15.0
2022-07-29,17824.513343731353,17450,2022-09-29,62,773.25,0.7099,0.15,15.0
2022-07-29,17824.513343731353,17500,2022-09-29,62,739.61,0.6938,0.15,15.0
2022-07-29,17824.513343731353,17550,2022-09-29,62,706.81,0.6774,0.15,15.0
2022-07-29,17824.513343731353,17600,2022-09-29,62,674.84,0.6608,0.15,15.0
2022-07-29,17824.513343731353,17650,2022-09-29,62,643.73,0.6438,0.15,15.0
2022-07-29,17824.513343731353,17700,2022-09-29,62,613.47,0.6266,0.15,15.0
2022-07-29,17824.513343731353,17750,2022-09-29,62,584.09,0.6092,0.15,15.0
2022-07-29,17824.513343731353,17800,2022-09-29,62,555.59,0.5916,0.15,15.0
2022-07-29,17824.513343731353,17850,2022-09-29,62,527.97,0.5739,0.15,15.0
2022-07-29,17824.513343731353,17900,2022-09-29,62,501.24,0.5561,0.15,15.0
2022-07-29,17824.513343731353,17950,2022-09-29,62,475.39,0.5383,0.15,15.0
2022-07-29,17824.513343731353,18000,2022-09-29,62,450.44,0.5204,0.15,15.0
2022-07-29,17824.513343731353,18050,2022-09-29,62,426.37,0.5025,0.15,15.0
2022-07-29,17824.513343731353,18100,2022-09-29,62,403.18,0.4846,0.15,15.0
2022-07-29,17824.513343731353,18150,2022-09-29,62,380.87,0.4668,0.15,15.0
2022-07-29,17824.513343731353,18200,2022-09-29,62,359.43,0.4492,0.15,15.0
2022-07-29,17824.513343731353,18250,2022-09-29,62,338.85,0.4317,0.15,15.0
2022-07-29,17824.513343731353,18300,2022-09-29,62,319.12,0.4144,0.15,15.0
2022-07-29,17824.513343731353,18350,2022-09-29,62,300.23,0.3972,0.15,15.0
2022-07-29,17824.513343731353,18400,2022-09-29,62,282.16,0.3804,0.15,15.0
2022-07-29,17824.513343731353,18450,2022-09-29,62,264.91,0.3638,0.15,15.0
2022-07-29,17824.513343731353,18500,2022-09-29,62,248.45,0.3475,0.15,15.0
2022-07-29,17824.513343731353,18550,2022-09-29,62,232.77,0.3315,0.15,15.0
2022-07-29,17824.513343731353,18600,2022-09-29,62,217.84,0.3158,0.15,15.0
2022-07-29,17824.513343731353,18650,2022-09-29,62,203.66,0.3006,0.15,15.0
2022-07-29,17824.513343731353,18700,2022-09-29,62,190.2,0.2857,0.15,15.0
2022-07-29,17824.513343731353,18750,2022-09-29,62,177.45,0.2712,0.15,15.0
2022-07-29,17824.513343731353,18800,2022-09-29,62,165.37,0.2571,0.15,15.0
2022-07-29,17824.513343731353,18850,2022-09-29,62,153.94,0.2434,0.15,15.0
2022-07-29,17824.513343731353,18900,2022-09-29,62,143.16,0.2302,0.15,15.0
2022-07-29,17824.513343731353,18950,2022-09-29,62,132.98,0.2174,0.15,15.0
2022-07-29,17824.513343731353,19000,2022-09-29,62,123.4,0.2051,0.15,15.0
2022-07-29,17824.513343731353,19050,2022-09-29,62,114.38,0.1932,0.15,15.0
2022-07-29,17824.513343731353,19100,2022-09-29,62,105.91,0.1818,0.15,15.0
2022-07-29,17824.513343731353,19150,2022-09-29,62,97.96,0.1709,0.15,15.0
2022-07-29,17824.513343731353,19200,2022-09-29,62,90.51,0.1604,0.15,15.0
2022-07-29,17824.513343731353,19250,2022-09-29,62,83.54,0.1503,0.15,15.0
2022-07-29,17824.513343731353,19300,2022-09-29,62,77.02,0.1408,0.15,15.0
2022-07-29,17824.513343731353,19350,2022-09-29,62,70.93,0.1316,0.15,15.0
2022-08-01,17960.845814412194,16450,2022-08-25,24,1582.82,0.9921,0.15,15.0
2022-08-01,17960.845814412194,16500,2022-08-25,24,1533.52,0.9903,0.15,15.0
2022-08-01,17960.845814412194,16550,2022-08-25,24,1484.33,0.988,0.15,15.0
2022-08-01,17960.845814412194,16600,2022-08-25,24,1435.27,0.9853,0.15,15.0
2022-08-01,17960.845814412194,16650,2022-08-25,24,1386.37,0.9822,0.15,15.0
2022-08-01,17960.845814412194,16700,2022-08-25,24,1337.66,0.9784,0.15,15.0
2022-08-01,17960.845814412194,16750,2022-08-25,24,1289.16,0.9741,0.15,15.0
2022-08-01,17960.845814412194,16800,2022-08-25,24,1240.92,0.9691,0.15,15.0
2022-08-01,17960.845814412194,16850,2022-08-25,24,1192.96,0.9633,0.15,15.0
2022-08-01,17960.845814412194,16900,2022-08-25,24,1145.33,0.9567,0.15,15.0
2022-08-01,17960.845814412194,16950,2022-08-25,24,1098.08,0.9491,0.15,15.0
2022-08-01,17960.845814412194,17000,2022-08-25,24,1051.25,0.9406,0.15,15.0
2022-08-01,17960.845814412194,17050,2022-08-25,24,1004.91,0.931,0.15,15.0
2022-08-01,17960.845814412194,17100,2022-08-25,24,959.09,0.9203,0.15,15.0
2022-08-01,17960.845814412194,17150,2022-08-25,24,913.87,0.9085,0.15,15.0
2022-08-01,17960.845814412194,17200,2022-08-25,24,869.3,0.8954,0.15,15.0
2022-08-01,17960.845814412194,17250,2022-08-25,24,825.45,0.881,0.15,15.0
2022-08-01,17960.845814412194,17300,2022-08-25,24,782.37,0.8654,0.15,15.0
2022-08-01,17960.845814412194,17350,2022-08-25,24,740.14,0.8485,0.15,15.0
2022-08-01,17960.845814412194,17400,2022-08-25,24,698.82,0.8302,0.15,15.0
2022-08-01,17960.845814412194,17450,2022-08-25,24,658.48,0.8107,0.15,15.0
2022-08-01,17960.845814412194,17500,2022-08-25,24,619.17,0.7899,0.15,15.0
2022-08-01,17960.845814412194,17550,2022-08-25,24,580.97,0.7679,0.15,15.0
2022-08-01,17960.845814412194,17600,2022-08-25,24,543.91,0.7447,0.15,15.0
2022-08-01,17960.845814412194,17650,2022-08-25,24,508.07,0.7205,0.15,15.0
2022-08-01,17960.845814412194,17700,2022-08-25,24,473.49,0.6952,0.15,15.0
2022-08-01,17960.845814412194,17750,2022-08-25,24,440.22,0.6691,0.15,15.0
2022-08-01,17960.845814412194,17800,2022-08-25,24,408.28,0.6422,0.15,15.0
2022-08-01,17960.845814412194,17850,2022-08-25,24,377.72,0.6146,0.15,15.0
2022-08-01,17960.845814412194,17900,2022-08-25,24,348.56,0.5865,0.15,15.0
2022-08-01,17960.845814412194,17950,2022-08-25,24,320.83,0.5581,0.15,15.0
2022-08-01,17960.845814412194,18000,2022-08-25,24,294.51,0.5294,0.15,15.0
2022-08-01,17960.845814412194,18050,2022-08-25,24,269.64,0.5006,0.15,15.0
2022-08-01,17960.845814412194,18100,2022-08-25,24,246.19,0.472,0.15,15.0
2022-08-01,17960.845814412194,18150,2022-08-25,24,224.16,0.4435,0.15,15.0
2022-08-01,17960.845814412194,18200,2022-08-25,24,203.53,0.4155,0.15,15.0
2022-08-01,17960.845814412194,18250,2022-08-25,24,184.27,0.3879,0.15,15.0
2022-08-01,17960.845814412194,18300,2022-08-25,24,166.35,0.3609,0.15,15.0
2022-08-01,17960.845814412194,18350,2022-08-25,24,149.74,0.3347,0.15,15.0
2022-08-01,17960.845814412194,18400,2022-08-25,24,134.39,0.3094,0.15,15.0
2022-08-01,17960.845814412194,18450,2022-08-25,24,120.26,0.2849,0.15,15.0
2022-08-01,17960.845814412194,18500,2022-08-25,24,107.29,0.2615,0.15,15.0
2022-08-01,17960.845814412194,18550,2022-08-25,24,95.43,0.2392,0.15,15.0
2022-08-01,17960.845814412194,18600,2022-08-25,24,84.62,0.2181,0.15,15.0
2022-08-01,17960.845814412194,18650,2022-08-25,24,74.8,0.1981,0.15,15.0
2022-08-01,17960.845814412194,18700,2022-08-25,24,65.93,0.1793,0.15,15.0
2022-08-01,17960.845814412194,18750,2022-08-25,24,57.92,0.1617,0.15,15.0
2022-08-01,17960.845814412194,18800,2022-08-25,24,50.73,0.1453,0.15,15.0
2022-08-01,17960.845814412194,18850,2022-08-25,24,44.29,0.1301,0.15,15.0
2022-08-01,17960.845814412194,18900,2022-08-25,24,38.54,0.1161,0.15,15.0
2022-08-01,17960.845814412194,18950,2022-08-25,24,33.44,0.1032,0.15,15.0
2022-08-01,17960.845814412194,19000,2022-08-25,24,28.92,0.0914,0.15,15.0
2022-08-01,17960.845814412194,19050,2022-08-25,24,24.93,0.0807,0.15,15.0
2022-08-01,17960.845814412194,19100,2022-08-25,24,21.42,0.071,0.15,15.0
2022-08-01,17960.845814412194,19150,2022-08-25,24,18.35,0.0622,0.15,15.0
2022-08-01,17960.845814412194,19200,2022-08-25,24,15.67,0.0543,0.15,15.0
2022-08-01,17960.845814412194,19250,2022-08-25,24,13.34,0.0473,0.15,15.0
2022-08-01,17960.845814412194,19300,2022-08-25,24,11.32,0.041,0.15,15.0
2022-08-01,17960.845814412194,19350,2022-08-25,24,9.57,0.0354,0.15,15.0
2022-08-01,17960.845814412194,19400,2022-08-25,24,8.07,0.0305,0.15,15.0
2022-08-01,17960.845814412194,19450,2022-08-25,24,6.78,0.0262,0.15,15.0
2022-08-01,17960.845814412194,19500,2022-08-25,24,5.68,0.0224,0.15,15.0
2022-08-01,17960.845814412194,16450,2022-09-29,59,1705.03,0.9517,0.15,15.0
2022-08-01,17960.845814412194,16500,2022-09-29,59,1658.4,0.9464,0.15,15.0
2022-08-01,17960.845814412194,16550,2022-09-29,59,1612.07,0.9407,0.15,15.0
2022-08-01,17960.845814412194,16600,2022-09-29,59,1566.05,0.9346,0.15,15.0
2022-08-01,17960.845814412194,16650,2022-09-29,59,1520.39,0.928,0.15,15.0
2022-08-01,17960.845814412194,16700,2022-09-29,59,1475.09,0.9209,0.15,15.0
2022-08-01,17960.845814412194,16750,2022-09-29,59,1430.18,0.9134,0.15,15.0
2022-08-01,17960.845814412194,16800,2022-09-29,59,1385.7,0.9053,0.15,15.0
2022-08-01,17960.845814412194,16850,2022-09-29,59,1341.66,0.8967,0.15,15.0
2022-08-01,17960.845814412194,16900,2022-09-29,59,1298.09,0.8876,0.15,15.0
2022-08-01,17960.845814412194,16950,2022-09-29,59,1255.01,0.878,0.15,15.0
2022-08-01,17960.845814412194,17000,2022-09-29,59,1212.47,0.8678,0.15,15.0
2022-08-01,17960.845814412194,17050,2022-09-29,59,1170.47,0.8571,0.15,15.0
2022-08-01,17960.845814412194,17100,2022-09-29,59,1129.05,0.8459,0.15,15.0
2022-08-01,17960.845814412194,17150,2022-09-29,59,1088.24,0.8341,0.15,15.0
2022-08-01,17960.845814412194,17200,2022-09-29,59,1048.06,0.8218,0.15,15.0
2022-08-01,17960.845814412194,17250,2022-09-29,59,1008.53,0.8089,0.15,15.0
2022-08-01,17960.845814412194,17300,2022-09-29,59,969.68,0.7956,0.15,15.0
2022-08-01,17960.845814412194,17350,2022-09-29,59,931.54,0.7818,0.15,15.0
2022-08-01,17960.845814412194,17400,2022-09-29,59,894.13,0.7674,0.15,15.0
2022-08-01,17960.845814412194,17450,2022-09-29,59,857.47,0.7526,0.15,15.0
2022-08-01,17960.845814412194,17500,2022-09-29,59,821.59,0.7374,0.15,15.0
2022-08-01,17960.845814412194,17550,2022-09-29,59,786.49,0.7218,0.15,15.0
2022-08-01,17960.845814412194,17600,2022-09-29,59,752.21,0.7057,0.15,15.0
2022-08-01,17960.845814412194,17650,2022-09-29,59,718.75,0.6893,0.15,15.0
2022-08-01,17960.845814412194,17700,2022-09-29,59,686.14,0.6725,0.15,15.0
2022-08-01,17960.845814412194,17750,2022-09-29,59,654.39,0.6555,0.15,15.0
2022-08-01,17960.845814412194,17800,2022-09-29,59,623.5,0.6382,0.15,15.0
2022-08-01,17960.845814412194,17850,2022-09-29,59,593.5,0.6206,0.15,15.0
2022-08-01,17960.845814412194,17900,2022-09-29,59,564.39,0.6028,0.15,15.0
2022-08-01,17960.845814412194,17950,2022-09-29,59,536.17,0.5849,0.15,15.0
2022-08-01,17960.845814412194,18000,2022-09-29,59,508.85,0.5668,0.15,15.0
2022-08-01,17960.845814412194,18050,2022-09-29,59,482.44,0.5487,0.15,15.0
2022-08-01,17960.845814412194,18100,2022-09-29,59,456.93,0.5305,0.15,15.0
2022-08-01,17960.845814412194,18150,2022-09-29,59,432.32,0.5122,0.15,15.0
2022-08-01,17960.845814412194,18200,2022-09-29,59,408.62,0.494,0.15,15.0
2022-08-01,17960.845814412194,18250,2022-09-29,59,385.81,0.4759,0.15,15.0
2022-08-01,17960.845814412194,18300,2022-09-29,59,363.9,0.4579,0.15,15.0
2022-08-01,17960.845814412194,18350,2022-09-29,59,342.86,0.44,0.15,15.0
2022-08-01,17960.845814412194,18400,2022-09-29,59,322.7,0.4222,0.15,15.0
2022-08-01,17960.845814412194,18450,2022-09-29,59,303.4,0.4047,0.15,15.0
2022-08-01,17960.845814412194,18500,2022-09-29,59,284.94,0.3874,0.15,15.0
2022-08-01,17960.845814412194,18550,2022-09-29,59,267.32,0.3704,0.15,15.0
2022-08-01,17960.845814412194,18600,2022-09-29,59,250.51,0.3537,0.15,15.0
2022-08-01,17960.845814412194,18650,2022-09-29,59,234.51,0.3373,0.15,15.0
2022-08-01,17960.845814412194,18700,2022-09-29,59,219.28,0.3212,0.15,15.0
2022-08-01,17960.845814412194,18750,2022-09-29,59,204.82,0.3055,0.15,15.0
2022-08-01,17960.845814412194,18800,2022-09-29,59,191.11,0.2902,0.15,15.0
2022-08-01,17960.845814412194,18850,2022-09-29,59,178.11,0.2753,0.15,15.0
2022-08-01,17960.845814412194,18900,2022-09-29,59,165.81,0.2608,0.15,15.0
2022-08-01,17960.845814412194,18950,2022-09-29,59,154.19,0.2468,0.15,15.0
2022-08-01,17960.845814412194,19000,2022-09-29,59,143.22,0.2332,0.15,15.0
2022-08-01,17960.845814412194,19050,2022-09-29,59,132.89,0.2201,0.15,15.0
2022-08-01,17960.845814412194,19100,2022-09-29,59,123.16,0.2074,0.15,15.0
2022-08-01,17960.845814412194,19150,2022-09-29,59,114.02,0.1953,0.15,15.0
2022-08-01,17960.845814412194,19200,2022-09-29,59,105.43,0.1836,0.15,15.0
2022-08-01,17960.845814412194,19250,2022-09-29,59,97.39,0.1723,0.15,15.0
2022-08-01,17960.845814412194,19300,2022-09-29,59,89.85,0.1616,0.15,15.0
2022-08-01,17960.845814412194,19350,2022-09-29,59,82.81,0.1513,0.15,15.0
2022-08-01,17960.845814412194,19400,2022-09-29,59,76.23,0.1415,0.15,15.0
2022-08-01,17960.845814412194,19450,2022-09-29,59,70.1,0.1321,0.15,15.0
2022-08-01,17960.845814412194,19500,2022-09-29,59,64.38,0.1232,0.15,15.0
2022-08-02,17765.806540951722,16250,2022-08-25,23,1583.6,0.9937,0.15,15.0
2022-08-02,17765.806540951722,16300,2022-08-25,23,1534.2,0.9921,0.15,15.0
2022-08-02,17765.806540951722,16350,2022-08-25,23,1484.89,0.9902,0.15,15.0
2022-08-02,17765.806540951722,16400,2022-08-25,23,1435.69,0.9878,0.15,15.0
2022-08-02,17765.806540951722,16450,2022-08-25,23,1386.64,0.985,0.15,15.0
2022-08-02,17765.806540951722,16500,2022-08-25,23,1337.75,0.9817,0.15,15.0
2022-08-02,17765.806540951722,16550,2022-08-25,23,1289.05,0.9778,0.15,15.0
2022-08-02,17765.806540951722,16600,2022-08-25,23,1240.58,0.9732,0.15,15.0
2022-08-02,17765.806540951722,16650,2022-08-25,23,1192.38,0.9679,0.15,15.0
2022-08-02,17765.806540951722,16700,2022-08-25,23,1144.49,0.9617,0.15,15.0
2022-08-02,17765.806540951722,16750,2022-08-25,23,1096.95,0.9546,0.15,15.0
2022-08-02,17765.806540951722,16800,2022-08-25,23,1049.8,0.9465,0.15,15.0
2022-08-02,17765.806540951722,16850,2022-08-25,23,1003.12,0.9374,0.15,15.0
2022-08-02,17765.806540951722,16900,2022-08-25,23,956.94,0.9271,0.15,15.0
2022-08-02,17765.806540951722,16950,2022-08-25,23,911.34,0.9156,0.15,15.0
